dsgdb9nsd_000001	C
dsgdb9nsd_042429	O=C(OC1COC1)C#N
dsgdb9nsd_042453	O=C(OCC#N)C1CO1
dsgdb9nsd_042458	O=C(CC#C)OCC#N
dsgdb9nsd_042459	O=C(CC#N)OCC#C
dsgdb9nsd_042460	O=C(CC#N)OCC#N
dsgdb9nsd_042486	O=C(OCC1CO1)C#N
dsgdb9nsd_042496	O=C(CNCC#N)C#N
dsgdb9nsd_042498	O=C(COCC#C)C#N
dsgdb9nsd_042499	O=C(COCC#N)C#C
dsgdb9nsd_042500	O=C(COCC#N)C#N
dsgdb9nsd_042504	O=C(OCCC#C)C#N
dsgdb9nsd_042505	O=C(OCCC#N)C#C
dsgdb9nsd_042506	O=C(OCCC#N)C#N
dsgdb9nsd_042515	O=C1C(OC11CC1)C#N
dsgdb9nsd_042517	O=C1C(CC1C#N)C#C
dsgdb9nsd_042518	O=C1C(CC1C#N)C#N
dsgdb9nsd_042519	O=C1C(NC1C#C)C#C
dsgdb9nsd_042520	O=C1C(NC1C#N)C#C
dsgdb9nsd_042521	O=C1C(NC1C#N)C#N
dsgdb9nsd_042522	O=C1C(OC1C#C)C#C
dsgdb9nsd_042523	O=C1C(OC1C#N)C#C
dsgdb9nsd_042524	O=C1C(OC1C#N)C#N
dsgdb9nsd_042534	O=C1C2C3C(C#C)N2C13
dsgdb9nsd_042535	O=C1C2C3C(C#N)C2C13
dsgdb9nsd_042536	O=C1C2C3C(C#N)N2C13
dsgdb9nsd_042537	N=C1C2CC3(C#N)C2N13
dsgdb9nsd_042539	O=C1C2C3C1CC23C#N
dsgdb9nsd_042540	O=C1C2C3C1NC23C#C
dsgdb9nsd_042541	O=C1C2C3C1NC23C#N
dsgdb9nsd_042542	O=C1C2C3C1OC23C#C
dsgdb9nsd_042543	O=C1C2C3C1OC23C#N
dsgdb9nsd_042544	O=C1C2C3N1CC23C#C
dsgdb9nsd_042545	O=C1C2C3N1CC23C#N
dsgdb9nsd_042546	O=C1C2CC3(C#C)C2N13
dsgdb9nsd_042547	O=C1C2CC3(C#N)C2N13
dsgdb9nsd_042548	O=C1C2N3C1CC23C#C
dsgdb9nsd_042549	O=C1C2N3C1CC23C#N
dsgdb9nsd_042550	O=C1C2C3C(C#C)C1N23
dsgdb9nsd_042551	O=C1C2C3C(C#N)C1N23
dsgdb9nsd_042552	O=C1C2C3C(C2C#C)N13
dsgdb9nsd_042553	O=C1C2C3C(C2C#N)N13
dsgdb9nsd_042554	O=C1C2C3C1C(C#C)N23
dsgdb9nsd_042555	O=C1C2C3C1C(C#N)N23
dsgdb9nsd_042557	O=C1C2C3C2C1C3C#N
dsgdb9nsd_042558	O=C1C2C3C2N1C3C#C
dsgdb9nsd_042559	O=C1C2C3C2N1C3C#N
dsgdb9nsd_042562	O=C1C2C3C(N13)C21CO1
dsgdb9nsd_042570	O=C1C2C3N2C1C31CO1
dsgdb9nsd_042581	O=C1C2C3C4OC1C4N23
dsgdb9nsd_042583	O=C1C2OC3C4C(C23)N14
dsgdb9nsd_042596	O=C1C2C3OC1C1C3N21
dsgdb9nsd_042603	N=C1C2C3NC(=O)N1C23
dsgdb9nsd_042604	N=C1C2C3OC(=N)N1C23
dsgdb9nsd_042605	N=C1C2C3OC(=O)N1C23
dsgdb9nsd_042607	N=C1NC2C3C2C(=O)N13
dsgdb9nsd_042608	N=C1OC2C3C2C(=O)C13
dsgdb9nsd_042609	N=C1OC2C3C2C(=O)N13
dsgdb9nsd_042610	O=C1C2C3C(CC2=O)N13
dsgdb9nsd_042611	O=C1C2C3C1C(=O)CN23
dsgdb9nsd_042613	O=C1C2C3CC(=O)C1N23
dsgdb9nsd_042614	O=C1C2C3CC(=O)N1C23
dsgdb9nsd_042615	O=C1C2C3NC(=O)C1C23
dsgdb9nsd_042616	O=C1C2C3NC(=O)N1C23
dsgdb9nsd_042617	O=C1C2C3OC(=O)C1C23
dsgdb9nsd_042618	O=C1C2C3OC(=O)N1C23
dsgdb9nsd_042621	O=C1C2C3C(CN23)C1=O
dsgdb9nsd_042623	O=C1C2C3CC(N23)C1=O
dsgdb9nsd_042624	O=C1C2C3CN(C23)C1=O
dsgdb9nsd_042625	O=C1C2C3NC(C23)C1=O
dsgdb9nsd_042626	O=C1C2C3OC(C23)C1=O
dsgdb9nsd_042627	O=C1C2CC3C2N3C1=O
dsgdb9nsd_042628	N=C1N2C3CC1(C#N)C23
dsgdb9nsd_042630	O=C1C2C3CC1(C#C)N23
dsgdb9nsd_042631	O=C1C2C3CC1(C#N)C23
dsgdb9nsd_042632	O=C1C2C3CC1(C#N)N23
dsgdb9nsd_042633	O=C1C2C3N2CC13C#C
dsgdb9nsd_042634	O=C1C2C3N2CC13C#N
dsgdb9nsd_042635	O=C1C2C3NC1(C#C)C23
dsgdb9nsd_042636	O=C1C2C3NC1(C#N)C23
dsgdb9nsd_042637	O=C1C2C3OC1(C#C)C23
dsgdb9nsd_042638	O=C1C2C3OC1(C#N)C23
dsgdb9nsd_042639	O=C1N2C3CC1(C#C)C23
dsgdb9nsd_042640	O=C1N2C3CC1(C#N)C23
dsgdb9nsd_042642	N=C1C2CC3N1C23C#N
dsgdb9nsd_042644	O=C1C2C3CC1C23C#N
dsgdb9nsd_042645	O=C1C2C3CN1C23C#C
dsgdb9nsd_042646	O=C1C2C3CN1C23C#N
dsgdb9nsd_042647	O=C1C2C3NC1C23C#C
dsgdb9nsd_042648	O=C1C2C3NC1C23C#N
dsgdb9nsd_042649	O=C1C2C3OC1C23C#C
dsgdb9nsd_042650	O=C1C2C3OC1C23C#N
dsgdb9nsd_042651	O=C1C2CC3N1C23C#C
dsgdb9nsd_042652	O=C1C2CC3N1C23C#N
dsgdb9nsd_042653	O=C1C2N3CC1C23C#C
dsgdb9nsd_042654	O=C1C2N3CC1C23C#N
dsgdb9nsd_042672	O=C1C2C3CC2(C#N)C13
dsgdb9nsd_042673	O=C1C2C3NC2(C#C)C13
dsgdb9nsd_042674	O=C1C2C3NC2(C#N)C13
dsgdb9nsd_042675	O=C1C2C3OC2(C#C)C13
dsgdb9nsd_042676	O=C1C2C3OC2(C#N)C13
dsgdb9nsd_042677	O=C1C2N3CC2(C#C)C13
dsgdb9nsd_042678	O=C1C2N3CC2(C#N)C13
dsgdb9nsd_042680	O=C1C2C3CN2C3C1=O
dsgdb9nsd_042681	O=C1C2C3OC2C3C1=O
dsgdb9nsd_042710	O=C1C2C3OC4C3N2C14
dsgdb9nsd_042723	N#CC1C2C=CC1C2=O
dsgdb9nsd_042740	O=C1C2CC(O2)C1C#N
dsgdb9nsd_042744	O=C1C2NC(C=C2)C1=O
dsgdb9nsd_042745	O=C1C2OC(C=C2)C1=O
dsgdb9nsd_042747	O=C1C2CC1(C=C2)C#N
dsgdb9nsd_042748	O=C1C2NC1(C=C2)C#C
dsgdb9nsd_042749	O=C1C2NC1(C=C2)C#N
dsgdb9nsd_042750	O=C1C2OC1(C=C2)C#C
dsgdb9nsd_042751	O=C1C2OC1(C=C2)C#N
dsgdb9nsd_042757	O=C1C2CC1(CC#N)O2
dsgdb9nsd_042762	O=C1C2CC1(CO2)C#N
dsgdb9nsd_042765	O=C1C2CC1(OC2)C#N
dsgdb9nsd_042769	O=C1C2CCC1(O2)C#N
dsgdb9nsd_042787	N=C1OCC2OC1C2=O
dsgdb9nsd_042796	O=C1C2CNC(=O)C1O2
dsgdb9nsd_042797	O=C1C2COC(=O)C1N2
dsgdb9nsd_042798	O=C1C2COC(=O)C1O2
dsgdb9nsd_042800	O=C1C2CC1C(=C2)C#N
dsgdb9nsd_042801	O=C1C2NC1C(=C2)C#C
dsgdb9nsd_042802	O=C1C2NC1C(=C2)C#N
dsgdb9nsd_042803	O=C1C2OC1C(=C2)C#C
dsgdb9nsd_042804	O=C1C2OC1C(=C2)C#N
dsgdb9nsd_042808	O=C1C2CC(C#N)C1O2
dsgdb9nsd_042813	O=C1C2CC1C(O2)C#N
dsgdb9nsd_042858	O=C1C2OC1C2CC#N
dsgdb9nsd_042869	N=C1OC2CC(O1)C2=O
dsgdb9nsd_042876	O=C1C2CC1OC(=O)N2
dsgdb9nsd_042877	O=C1C2CC1OC(=O)O2
dsgdb9nsd_042937	O=C1C2OC2C1CC#N
dsgdb9nsd_042966	N=C1N2CC2C=C1C#N
dsgdb9nsd_042968	O=C1C2CC2C=C1C#N
dsgdb9nsd_042969	O=C1C2NC2C=C1C#C
dsgdb9nsd_042970	O=C1C2NC2C=C1C#N
dsgdb9nsd_042971	O=C1C2OC2C=C1C#C
dsgdb9nsd_042972	O=C1C2OC2C=C1C#N
dsgdb9nsd_042973	O=C1N2CC2C=C1C#C
dsgdb9nsd_042974	O=C1N2CC2C=C1C#N
dsgdb9nsd_042999	O=C1C2CC2OC1C#N
dsgdb9nsd_043005	O=C1C2OC2CC1C#N
dsgdb9nsd_043029	N=C1N2CC3C2C13C#N
dsgdb9nsd_043031	O=C1C2CC3C2C13C#N
dsgdb9nsd_043032	O=C1C2CC3N2C13C#C
dsgdb9nsd_043033	O=C1C2CC3N2C13C#N
dsgdb9nsd_043034	O=C1C2CN3C2C13C#C
dsgdb9nsd_043035	O=C1C2CN3C2C13C#N
dsgdb9nsd_043036	O=C1C2NC3C2C13C#C
dsgdb9nsd_043037	O=C1C2NC3C2C13C#N
dsgdb9nsd_043038	O=C1C2OC3C2C13C#C
dsgdb9nsd_043039	O=C1C2OC3C2C13C#N
dsgdb9nsd_043040	O=C1N2CC3C2C13C#C
dsgdb9nsd_043041	O=C1N2CC3C2C13C#N
dsgdb9nsd_043065	O=C1C2OC3C4C3N1C24
dsgdb9nsd_043075	O=C1C2OC3C=CN1C23
dsgdb9nsd_043126	O=C1C2OC=NC1C=C2
dsgdb9nsd_043131	O=C1C2COC(O2)C1=O
dsgdb9nsd_043161	O=C1C2COC1C2C#N
dsgdb9nsd_043168	O=C1C2OCC1N=CO2
dsgdb9nsd_043212	O=C1C2COC2C1C#N
dsgdb9nsd_043231	O=C1C=C(C#C)C2CN12
dsgdb9nsd_043232	O=C1C=C(C#C)C2NC12
dsgdb9nsd_043233	O=C1C=C(C#C)C2OC12
dsgdb9nsd_043234	O=C1C=C(C#N)C2CC12
dsgdb9nsd_043235	O=C1C=C(C#N)C2NC12
dsgdb9nsd_043236	O=C1C=C(C#N)C2OC12
dsgdb9nsd_043237	O=C1C=C2C3C4C(C13)N24
dsgdb9nsd_043238	O=C1C=C2C3C4C1C2N34
dsgdb9nsd_043239	O=C1C=C2C3C4C2C1N34
dsgdb9nsd_043257	O=C1C=CC(=O)C11CN1
dsgdb9nsd_043258	O=C1C=CC(=O)C11CO1
dsgdb9nsd_043259	O=C1C=CC(=O)C1C#C
dsgdb9nsd_043261	O=C1C=CC(=O)C2NC12
dsgdb9nsd_043262	O=C1C=CC(=O)C2OC12
dsgdb9nsd_043263	O=C1C=CC(C#C)C1=O
dsgdb9nsd_043264	O=C1C=CC(C#N)C1=O
dsgdb9nsd_043265	N=C1C=CC2(CN12)C#N
dsgdb9nsd_043267	O=C1C=CC2(CC12)C#N
dsgdb9nsd_043268	O=C1C=CC2(CN12)C#C
dsgdb9nsd_043269	O=C1C=CC2(CN12)C#N
dsgdb9nsd_043270	O=C1C=CC2(NC12)C#C
dsgdb9nsd_043271	O=C1C=CC2(NC12)C#N
dsgdb9nsd_043272	O=C1C=CC2(OC12)C#C
dsgdb9nsd_043273	O=C1C=CC2(OC12)C#N
dsgdb9nsd_043275	O=C1C=CC2(CN2)C1=O
dsgdb9nsd_043276	O=C1C=CC2(CO2)C1=O
dsgdb9nsd_043289	N=C1C=CC2C(C#N)N12
dsgdb9nsd_043291	O=C1C=CC2C(C#C)N12
dsgdb9nsd_043292	O=C1C=CC2C(C#N)C12
dsgdb9nsd_043315	O=C1C=CC2N=COC12
dsgdb9nsd_043317	O=C1C=CC2CC12C#N
dsgdb9nsd_043318	O=C1C=CC2NC12C#C
dsgdb9nsd_043319	O=C1C=CC2NC12C#N
dsgdb9nsd_043320	O=C1C=CC2OC12C#C
dsgdb9nsd_043321	O=C1C=CC2OC12C#N
dsgdb9nsd_043322	O=C1C=CN2CC12C#C
dsgdb9nsd_043323	O=C1C=CN2CC12C#N
dsgdb9nsd_043328	O=C1C=CC2CN2C1=O
dsgdb9nsd_043329	O=C1C=CC2NC2C1=O
dsgdb9nsd_043330	O=C1C=CC2OC2C1=O
dsgdb9nsd_043345	O=C1C=CC2OC=NC12
dsgdb9nsd_043406	O=C1C=CCOC1C#N
dsgdb9nsd_043422	N=C1NC(=N)C(=O)C=C1
dsgdb9nsd_043423	N=C1NC(=O)C(=O)C=C1
dsgdb9nsd_043424	N=C1NC(=O)C=CC1=O
dsgdb9nsd_043425	N=C1OC(=O)C(=O)C=C1
dsgdb9nsd_043426	N=C1OC(=O)C=CC1=O
dsgdb9nsd_043427	O=C1NC(=O)C(=O)C=C1
dsgdb9nsd_043428	N=C1NC(=N)C(=C1)C#N
dsgdb9nsd_043429	N=C1NC(=O)C(=C1)C#C
dsgdb9nsd_043430	N=C1NC(=O)C(=C1)C#N
dsgdb9nsd_043431	N=C1NC(=O)C=C1C#C
dsgdb9nsd_043432	N=C1NC(=O)C=C1C#N
dsgdb9nsd_043433	N=C1OC(=O)C(=C1)C#C
dsgdb9nsd_043434	N=C1OC(=O)C(=C1)C#N
dsgdb9nsd_043435	N=C1OC(=O)C=C1C#C
dsgdb9nsd_043436	N=C1OC(=O)C=C1C#N
dsgdb9nsd_043437	O=C1CC(=O)C(=C1)C#C
dsgdb9nsd_043438	O=C1NC(=O)C(=C1)C#C
dsgdb9nsd_043445	N=C1CC2(CO2)C(=O)O1
dsgdb9nsd_043456	N=C1OC(=O)CC11CO1
dsgdb9nsd_043458	N=C1OC(=O)OC11CC1
dsgdb9nsd_043466	O=C1CC2(CO2)C(=O)N1
dsgdb9nsd_043473	N=C1OC(=O)C2CC1O2
dsgdb9nsd_043478	O=C1NC(=O)C2CC1O2
dsgdb9nsd_043487	N=C1OC(=O)C2COC12
dsgdb9nsd_043489	N=C1OC(=O)C2OCC12
dsgdb9nsd_043495	O=C1NC(=O)C2OCC12
dsgdb9nsd_043498	N=C1CC(=N)OC(=O)N1
dsgdb9nsd_043500	N=C1CC(=O)NC(=O)N1
dsgdb9nsd_043501	N=C1CC(=O)NC(=O)O1
dsgdb9nsd_043502	O=C1CC(=O)NC(=O)C1
dsgdb9nsd_043503	N=C1NC(=CC1=O)C#C
dsgdb9nsd_043504	N=C1NC(=CC1=O)C#N
dsgdb9nsd_043505	O=C1CC(=CC1=O)C#C
dsgdb9nsd_043506	O=C1CC(=CC1=O)C#N
dsgdb9nsd_043507	O=C1NC(=CC1=O)C#C
dsgdb9nsd_043508	N=C1CC(=O)C(N1)C#N
dsgdb9nsd_043509	N=C1CC(=O)C(O1)C#C
dsgdb9nsd_043511	N=C1CC(C#C)C(=O)O1
dsgdb9nsd_043512	N=C1CC(C#N)C(=O)N1
dsgdb9nsd_043513	N=C1NC(=N)C(O1)C#C
dsgdb9nsd_043514	N=C1NC(=O)C(O1)C#C
dsgdb9nsd_043516	N=C1NC(=O)CC1C#N
dsgdb9nsd_043517	N=C1NC(=O)NC1C#C
dsgdb9nsd_043518	N=C1NC(=O)OC1C#C
dsgdb9nsd_043519	N=C1NC(C#C)C(=O)N1
dsgdb9nsd_043521	N=C1OC(=O)CC1C#C
dsgdb9nsd_043522	N=C1OC(=O)CC1C#N
dsgdb9nsd_043523	N=C1OC(=O)NC1C#C
dsgdb9nsd_043524	N=C1OC(=O)OC1C#C
dsgdb9nsd_043525	O=C1CC(=O)C(N1)C#C
dsgdb9nsd_043527	O=C1CC(C#C)C(=O)N1
dsgdb9nsd_043531	N=C1NC(C#N)C11CO1
dsgdb9nsd_043534	N=C1OC(C#C)C11CO1
dsgdb9nsd_043536	N=C1OC(C#N)C11CN1
dsgdb9nsd_043537	N=C1OC(C#N)C11CO1
dsgdb9nsd_043543	O=C1CC(C#N)C11CO1
dsgdb9nsd_043546	O=C1NC(C#C)C11CO1
dsgdb9nsd_043548	O=C1OC(C#C)C11CN1
dsgdb9nsd_043549	O=C1OC(C#C)C11CO1
dsgdb9nsd_043550	O=C1OC(C#N)C11CC1
dsgdb9nsd_043551	O=C1OC(C#N)C11CN1
dsgdb9nsd_043552	O=C1OC(C#N)C11CO1
dsgdb9nsd_043553	N=C1NC(C#C)C1C#N
dsgdb9nsd_043554	N=C1NC(C#N)C1C#C
dsgdb9nsd_043555	N=C1NC(C#N)C1C#N
dsgdb9nsd_043556	N=C1OC(C#C)C1C#C
dsgdb9nsd_043557	N=C1OC(C#C)C1C#N
dsgdb9nsd_043558	N=C1OC(C#N)C1C#C
dsgdb9nsd_043559	N=C1OC(C#N)C1C#N
dsgdb9nsd_043561	O=C1CC(C#C)C1C#N
dsgdb9nsd_043562	O=C1CC(C#N)C1C#C
dsgdb9nsd_043563	O=C1CC(C#N)C1C#N
dsgdb9nsd_043564	O=C1NC(C#C)C1C#C
dsgdb9nsd_043565	O=C1OC(C#C)C1C#C
dsgdb9nsd_043566	O=C1OC(C#C)C1C#N
dsgdb9nsd_043567	O=C1OC(C#N)C1C#C
dsgdb9nsd_043569	N=C1NC(C#N)C2OC12
dsgdb9nsd_043573	N=C1OC(C#C)C2OC12
dsgdb9nsd_043575	N=C1OC(C#N)C2CN12
dsgdb9nsd_043576	N=C1OC(C#N)C2NC12
dsgdb9nsd_043577	N=C1OC(C#N)C2OC12
dsgdb9nsd_043586	O=C1CC(C#N)C2OC12
dsgdb9nsd_043591	O=C1NC(C#C)C2OC12
dsgdb9nsd_043592	O=C1NC(C#N)C2CN12
dsgdb9nsd_043594	O=C1OC(C#C)C2CN12
dsgdb9nsd_043595	O=C1OC(C#C)C2NC12
dsgdb9nsd_043596	O=C1OC(C#C)C2OC12
dsgdb9nsd_043597	O=C1OC(C#N)C2CC12
dsgdb9nsd_043598	O=C1OC(C#N)C2CN12
dsgdb9nsd_043599	O=C1OC(C#N)C2NC12
dsgdb9nsd_043600	O=C1OC(C#N)C2OC12
dsgdb9nsd_043602	N=C1CC(N1)(C#C)C#N
dsgdb9nsd_043603	N=C1CC(N1)(C#N)C#N
dsgdb9nsd_043604	N=C1CC(O1)(C#C)C#C
dsgdb9nsd_043605	N=C1CC(O1)(C#C)C#N
dsgdb9nsd_043606	N=C1CC(O1)(C#N)C#N
dsgdb9nsd_043608	O=C1CC(C1)(C#C)C#N
dsgdb9nsd_043609	O=C1CC(C1)(C#N)C#N
dsgdb9nsd_043610	O=C1CC(N1)(C#C)C#C
dsgdb9nsd_043611	O=C1CC(O1)(C#C)C#C
dsgdb9nsd_043612	O=C1CC(O1)(C#C)C#N
dsgdb9nsd_043613	O=C1CC(O1)(C#N)C#N
dsgdb9nsd_043614	N=C1CC(O1)C#CC#C
dsgdb9nsd_043615	N=C1CC(O1)C#CC#N
dsgdb9nsd_043617	O=C1CC(C1)C#CC#N
dsgdb9nsd_043618	O=C1CC(N1)C#CC#C
dsgdb9nsd_043619	O=C1CC(N1)C#CC#N
dsgdb9nsd_043620	O=C1CC(O1)C#CC#C
dsgdb9nsd_043621	O=C1CC(O1)C#CC#N
dsgdb9nsd_043653	N=C1NC(CC1=O)C#N
dsgdb9nsd_043654	N=C1OC(CC1=O)C#C
dsgdb9nsd_043655	N=C1OC(CC1=O)C#N
dsgdb9nsd_043656	N=C1OC(OC1=N)C#C
dsgdb9nsd_043657	N=C1OC(OC1=O)C#C
dsgdb9nsd_043659	O=C1CC(CC1=O)C#N
dsgdb9nsd_043660	O=C1CC(NC1=O)C#C
dsgdb9nsd_043661	O=C1CC(OC1=O)C#C
dsgdb9nsd_043662	O=C1CC(OC1=O)C#N
dsgdb9nsd_043663	O=C1OC(OC1=O)C#C
dsgdb9nsd_043688	O=C1OC(CC=C1)C#N
dsgdb9nsd_043752	O=C1CC2(CC#N)OC12
dsgdb9nsd_043756	O=C1OC2(CC#N)CC12
dsgdb9nsd_043785	O=C1CC2(CC1O2)C#N
dsgdb9nsd_043788	O=C1OC2(CC1C2)C#N
dsgdb9nsd_043817	O=C1OC2(CC2)C1C#N
dsgdb9nsd_043862	O=C1CC2(C1)OC2C#N
dsgdb9nsd_043868	O=C1CC2(CC2C#N)O1
dsgdb9nsd_043889	N=C1NC2(COC12)C#N
dsgdb9nsd_043893	N=C1OC2(CNC12)C#N
dsgdb9nsd_043894	N=C1OC2(COC12)C#C
dsgdb9nsd_043895	N=C1OC2(COC12)C#N
dsgdb9nsd_043902	O=C1CC2(COC12)C#N
dsgdb9nsd_043905	O=C1CC2(OCC12)C#N
dsgdb9nsd_043908	O=C1NC2(COC12)C#C
dsgdb9nsd_043910	O=C1OC2(CCC12)C#N
dsgdb9nsd_043911	O=C1OC2(CNC12)C#C
dsgdb9nsd_043912	O=C1OC2(CNC12)C#N
dsgdb9nsd_043913	O=C1OC2(COC12)C#C
dsgdb9nsd_043914	O=C1OC2(COC12)C#N
dsgdb9nsd_043962	O=C1CC23CC12N=CO3
dsgdb9nsd_043970	O=C1CC23CC12OC=N3
dsgdb9nsd_044021	O=C1OC23CN4C2C1C34
dsgdb9nsd_044025	N=C1OC23CC4C2OC134
dsgdb9nsd_044033	O=C1CC23NC4C2OC134
dsgdb9nsd_044035	O=C1CC23OC4C2NC134
dsgdb9nsd_044036	O=C1CC23OC4C2OC134
dsgdb9nsd_044039	O=C1NC23CC4C2OC134
dsgdb9nsd_044042	O=C1OC23CC4C2NC134
dsgdb9nsd_044043	O=C1OC23CC4C2OC134
dsgdb9nsd_044044	O=C1OC23CN4C2CC134
dsgdb9nsd_044112	O=C1NC2=NCC3C1N23
dsgdb9nsd_044113	O=C1NC2=NCC3C2N13
dsgdb9nsd_044114	O=C1OC2=NCC3C1C23
dsgdb9nsd_044115	O=C1OC2=NCC3C2N13
dsgdb9nsd_044118	N=C1OC2C(O1)C2C#C
dsgdb9nsd_044119	N=C1OC2C(O1)C2C#N
dsgdb9nsd_044127	O=C1CC2C(O1)C2C#N
dsgdb9nsd_044129	O=C1NC2C(N1)C2C#N
dsgdb9nsd_044130	O=C1NC2C(O1)C2C#C
dsgdb9nsd_044131	O=C1NC2C(O1)C2C#N
dsgdb9nsd_044132	O=C1OC2C(O1)C2C#C
dsgdb9nsd_044133	O=C1OC2C(O1)C2C#N
dsgdb9nsd_044168	O=C1OC2C(CC#N)C12
dsgdb9nsd_044170	N=C1NC2C(OC12)C#N
dsgdb9nsd_044174	N=C1OC2C(NC12)C#N
dsgdb9nsd_044175	N=C1OC2C(OC12)C#C
dsgdb9nsd_044176	N=C1OC2C(OC12)C#N
dsgdb9nsd_044184	O=C1CC2C(OC12)C#N
dsgdb9nsd_044190	O=C1NC2C(NC12)C#N
dsgdb9nsd_044191	O=C1NC2C(OC12)C#C
dsgdb9nsd_044192	O=C1NC2C(OC12)C#N
dsgdb9nsd_044194	O=C1OC2C(CC12)C#N
dsgdb9nsd_044195	O=C1OC2C(NC12)C#C
dsgdb9nsd_044196	O=C1OC2C(NC12)C#N
dsgdb9nsd_044197	O=C1OC2C(OC12)C#C
dsgdb9nsd_044198	O=C1OC2C(OC12)C#N
dsgdb9nsd_044215	N=C1OC2C1C=CC2=O
dsgdb9nsd_044217	O=C1NC2C1C=CC2=O
dsgdb9nsd_044218	O=C1OC2C1C=CC2=O
dsgdb9nsd_044246	N=C1OC2C1COC2=O
dsgdb9nsd_044248	N=C1OC2C1OCC2=O
dsgdb9nsd_044251	N=C1OCC2C1OC2=O
dsgdb9nsd_044261	O=C1CN2C1COC2=O
dsgdb9nsd_044264	O=C1NC2C1COC2=O
dsgdb9nsd_044266	O=C1NC2C1OCC2=O
dsgdb9nsd_044268	O=C1OC2C1CNC2=O
dsgdb9nsd_044269	O=C1OC2C1COC2=O
dsgdb9nsd_044270	O=C1OC2C1NCC2=O
dsgdb9nsd_044271	O=C1OC2C1OCC2=O
dsgdb9nsd_044285	O=C1OC2C3C2C2C3N12
dsgdb9nsd_044286	O=C1OC2C3C2N2C3C12
dsgdb9nsd_044302	O=C1OC2C3C4C1C2N34
dsgdb9nsd_044303	O=C1OC2C3C4C2C1N34
dsgdb9nsd_044305	O=C1OC2C3C4C3N1C24
dsgdb9nsd_044308	N=C1OC2C3C4OC13C24
dsgdb9nsd_044316	O=C1CN2C3C4OC13C24
dsgdb9nsd_044318	O=C1NC2C3C4OC13C24
dsgdb9nsd_044321	O=C1OC2C3C4NC13C24
dsgdb9nsd_044322	O=C1OC2C3C4OC13C24
dsgdb9nsd_044323	O=C1OC2C3N4CC13C24
dsgdb9nsd_044326	N=C1OC2C3N=CN1C23
dsgdb9nsd_044335	O=C1NC2C3N=CN1C23
dsgdb9nsd_044337	O=C1OC2C3C=CN1C23
dsgdb9nsd_044338	O=C1OC2C3N=CN1C23
dsgdb9nsd_044354	O=C1OC2C3NC(=C1)C23
dsgdb9nsd_044401	N=C1OC2C3OC12C=C3
dsgdb9nsd_044408	O=C1NC2C3OC12C=C3
dsgdb9nsd_044410	O=C1OC2C3NC12C=C3
dsgdb9nsd_044411	O=C1OC2C3OC12C=C3
dsgdb9nsd_044439	N=C1OC2C3OC1OC23
dsgdb9nsd_044447	O=C1NC2C3OC1OC23
dsgdb9nsd_044451	O=C1OC2C3OC1OC23
dsgdb9nsd_044499	N=C1OC2C3OC2C3O1
dsgdb9nsd_044516	O=C1NC2C3OC2C3O1
dsgdb9nsd_044518	O=C1OC2C3NC2C3O1
dsgdb9nsd_044519	O=C1OC2C3OC2C3O1
dsgdb9nsd_044523	N=C1OC2C3OC3C2=C1
dsgdb9nsd_044539	N=C1OC2C3OC3C2O1
dsgdb9nsd_044557	O=C1NC2C3OC3C2O1
dsgdb9nsd_044559	O=C1OC2C3NC3C2O1
dsgdb9nsd_044560	O=C1OC2C3OC3C2O1
dsgdb9nsd_044597	O=C1OC2C3NC=C1C23
dsgdb9nsd_044651	N=C1OC2C=CC(=O)C12
dsgdb9nsd_044653	O=C1CC2C=CC(=O)N12
dsgdb9nsd_044654	O=C1NC2C=CC(=O)C12
dsgdb9nsd_044655	O=C1OC2C=CC(=O)C12
dsgdb9nsd_044670	O=C1OC2C=CC3C2N13
dsgdb9nsd_044692	N=C1CC2OC(=O)C2O1
dsgdb9nsd_044697	N=C1OC2CC(=O)C2O1
dsgdb9nsd_044700	N=C1OC2CC(=O)OC12
dsgdb9nsd_044707	O=C1CC2NC(=O)OC12
dsgdb9nsd_044709	O=C1CC2OC(=O)NC12
dsgdb9nsd_044710	O=C1CC2OC(=O)OC12
dsgdb9nsd_044714	O=C1NC2CC(=O)OC12
dsgdb9nsd_044716	O=C1OC2CC(=O)NC12
dsgdb9nsd_044717	O=C1OC2CC(=O)OC12
dsgdb9nsd_044726	O=C1CC2OC(C#N)C12
dsgdb9nsd_044732	O=C1OC2CC(C#N)C12
dsgdb9nsd_044763	O=C1CC2CC1(O2)C#N
dsgdb9nsd_044769	O=C1OC2CC1(C2)C#N
dsgdb9nsd_044825	O=C1CC2OC12CC#N
dsgdb9nsd_044831	O=C1OC2CC12CC#N
dsgdb9nsd_044832	N=C1OC2CC(=O)C1O2
dsgdb9nsd_044835	N=C1OC2CC1C(=O)O2
dsgdb9nsd_044841	O=C1CC2OC1C(=O)O2
dsgdb9nsd_044849	N=C1OC2OC1C1OC21
dsgdb9nsd_044870	O=C1OC2OC1C1NC21
dsgdb9nsd_044871	O=C1OC2OC1C1OC21
dsgdb9nsd_044897	O=C1CC2OC1C2C#N
dsgdb9nsd_044903	O=C1OC2CC1C2C#N
dsgdb9nsd_044914	O=C1OC2CC1N=CO2
dsgdb9nsd_044921	N=C1OC2CC1OC2=O
dsgdb9nsd_044922	N=C1OC2OC1CC2=O
